diario|id_news|snippet|svm_prediction|time|title|year
El Comercio (Ecuador)|ecuador_elcomercio_2017_42|El vicepresidente del Tribunal Electoral de Bolivia, Antonio Costas, destacó el jueves 5 de enero la plataforma tecnológica que ha preparado el Consejo ...|polit|5 ene. 2017|Observador destaca plataforma tecnológica para elecciones de Ecuador|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_56|En la última Asamblea General de la Organización de Estados Americanos (OEA), en Cancún, se dejaron de discutir otros temas que para Ecuador eran ...|polit|22 Jun. 2017|Ecuador marca su política exterior por la coyuntura|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_58|"El comunicado de la Cancillería, con el anuncio, indica que el Ecuador asume esta nominación con el compromiso por ""la integración y el desarrollo de los ..."|polit|8 May. 2017|Ecuador asumirá la Presidencia Pro Témpore de la Comunidad Andina|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_80|La Cámara de Comercio de Guayaquil (CCG) tiene todo listo para el Debate ... El postulante de Fuerza Ecuador por la tarde pidió a la Cámara hacer un ...|polit|24 ene. 2017|El Debate Presidencial de la Cámara de Comercio de Guayaquil está ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_87|Argentina y Ecuador reafirman 'excelente relación' en reunión de cancilleres ... trabajando en conjunto con el fin de incrementar el comercio bilateral que se ...|polit|14 ago. 2017|Argentina y Ecuador reafirman 'excelente relación' en reunión de ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_91|La representante permanente del Ecuador ante la ONU, en Ginebra, María ... Long, dijo ayer a EL COMERCIO que cualquier declaración de Assange es a título ...|polit|13 Sep. 2016|María Fernanda Espinosa aboga por Assange ante la ONU|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_94|El Ministerio del Interior de Ecuador aseguró el miércoles 11 de mayo del 2016 que respeta los derechos humanos de un grupo de diez cubanos que ...|polit|11 May. 2016|Ecuador dice que se respetan derechos de grupo de cubanos en huelga|2016.0
El Comercio|ecuador_elcomercio_2018_31|Según Eduardo Jurado, secretario jurídico de la Presidencia, el mal manejo del caso Chevron podría llevar a Ecuador a perder la causa que la transnacional ...|polit|6 Sep. 2018|El Gobierno de Ecuador propone acciones contra Rafael Correa y sus ...|2018.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_87|El gobierno israelí ha citado al encargado de negocios de Ecuador en Israel para protestar por un discurso que su embajador en la ONU dio hace unos días y ...|polit|5 dic. 2016|Israel protesta enérgicamente ante Ecuador por discurso de ...|2016.0
El Comercio|ecuador_elcomercio_2018_36|El radiodifusor y economista guayaquileño Otto Sonnenholzner fue designado vicepresidente de Ecuador por la Asamblea Nacional, la mañana de este martes ...|polit|11 dic. 2018|La Asamblea designa a Otto Sonnenholzner como vicepresidente de ...|2018.0
El Comercio (Ecuador)|ecuador_elcomercio_2018_44|El presidente de Ecuador, Lenín Moreno, aseguró hoy miércoles 3 de enero del 2018 que la pasada medianoche cesó en el cargo de vicepresidente Jorge ...|polit|4 ene. 2018|Lenín Moreno ratificó que Jorge Glas dejó de ser Vicepresidente del ...|2018.0
El Comercio|ecuador_elcomercio_2018_21|Caupolicán Ochoa, abogado del expresidente, ratificó a EL COMERCIO la ... de la justicia y que ha sido llamado a juicio por un delito de secuestro en Ecuador, ...|polit|8 Nov. 2018|Rafael Correa dice que no pidió asilo a Bélgica, otras fuentes lo ...|2018.0
El Comercio|ecuador_elcomercio_2018_41|El radiodifusor Otto Sonnenholzner encabeza la terna para Vicepresidente del Ecuador y la completa Nancy Vasco de Maldonado, de la Fundación El ...|polit|6 dic. 2018|¿Quiénes están en la terna enviada por el presidente Lenín Moreno ...|2018.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_56|En el informe que el Comité de Derechos Humanos de la ONU publicó ayer, 15 de julio del 2016, sobre Ecuador se destacan los avances en esa materia, pero ...|polit|15 Jul. 2016|La ONU hizo 33 observaciones sobre DD.HH. a Ecuador|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_64|El presidente de Ecuador, Rafael Correa, dijo el 2 de agosto que la petrolera estadounidense Chevron boicoteó una emisión de bonos colocados la pasada ...|polit|4 ago. 2016|El presidente Rafael Correa dice que Chevron boicoteó emisión de ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_59|... los temas importantes es cumplir con la Constitución pues el Ecuador, por la disminución de tierra y la población que tiene, necesita garantizar alimento en el ...|polit|7 ene. 2016|Asamblea Nacional aprobó la Ley de Tierras|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_97|El presidente de la República, Lenín Moreno, derogó hoy 23 de octubre de 2017 el Decreto número 16 y el número 739, cuyo fin era ejercer control sobre las ...|polit|23 Oct. 2017|Lenín Moreno derogó los decretos 16 y 739 y establece seis causales ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_0|Educación: Economista por la Pontificia Universidad Católica del Ecuador y tiene dos ... Patrimonio, Defensa, Relaciones Exteriores y Comercio e Integración.|polit|24 May. 2017|¿Quiénes son los integrantes del Gabinete de Lenín Moreno?|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_15|Sin embargo, cuando de violaciones de los derechos humanos se trata, el Ecuador ha tenido una luz que es guía en medio de la oscuridad: la Doctrina Roldós.|polit|15 ago. 2017|Ecuador y Venezuela|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_93|El embajador de China en Ecuador fue convocado a la Cancillería para presentarle una protesta formal por la presencia de pesqueros de ese país en las ...|polit|18 ago. 2017|Ecuador presenta protesta a China por pesca ilegal de especies ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_20|Cancillería de Ecuador rechaza declaraciones racistas de periodista peruano ... Según el diario ecuatoriano El Comercio, Butters dijo el pasado miércoles lo ...|polit|16 Jun. 2017|Cancillería de Ecuador rechaza declaraciones racistas de periodista ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_22|El gobierno de Ecuador protegerá a Julian Assange mientras “continúen en peligro” los derechos humanos del creador de WikiLeaks, quien está asilado desde ...|polit|12 dic. 2017|Ecuador protegerá a Julián Assange mientras peligren sus derechos|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_59|"Kaplan concluyó entonces que la decisión judicial en Ecuador se obtuvo ""por ... y fraude, para obtener en Ecuador el fallo contra la petrolera estadounidense."|polit|19 Jun. 2017|El Supremo de EE.UU. rechaza recurso de ecuatorianos y da victoria ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_61|Ecuador rechazó este sábado, 12 de agosto, cualquier intervención militar en Venezuela, un día después de que el presidente estadounidense Donald Trump ...|polit|12 ago. 2017|Ecuador rechaza posible 'intromisión militar' en Venezuela|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_76|El Mandatario advirtió que Estados Unidos ha tenido poca colaboración con los pedidos de extradición que ha hecho Ecuador de algunos prófugos de la ...|polit|20 ene. 2017|Ecuador pide respeto mutuo para las relaciones con Estados Unidos|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_101|... de Relaciones Exteriores, María Fernanda Espinosa, de Comercio Exterior, ... El objetivo según las autoridades participantes es promocionar al Ecuador en ...|polit|26 Jun. 2017|El Ejecutivo delinea su agenda exterior 2017-2021|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_102|El Gobierno analizará medidas compensatorias, principalmente tributarias, para los empleadores. Así lo indicaron sus voceros luego de anunciar el alza ...|polit|27 dic. 2017|Incentivos tributarios tras el alza salarial|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_103|Fue su respuesta a las declaraciones del presidente Moreno, quien afirmó que Ecuador seguirá asilándolo, aunque critica que Assange sea un hacker.|polit|31 May. 2017|Assange incumple con las reglas sobre el asilo, según analistas|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_26|Por parte de Ecuador suscribió el vicepresidente Jorge Glas; por la UE la Comisaria de Comercio Exterior, Cecilia Malmstrom; por Perú la embajadora ante la ...|polit|11 Nov. 2016|Ecuador firma el acuerdo multipartes con la Unión Europea y se suma ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_45|"""Creemos que las autoridades pertinentes de Ecuador tratarán este caso de ... y tiene ""tolerancia cero"" hacia el comercio ilegal de especies amenazadas."|polit|28 ago. 2017|China espera que Ecuador respete los derechos de los pescadores ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_47|En este se habló de la relación bilateral que hay entre Honduras y Ecuador, en temas de economía, proyectos sociales y cooperación entre naciones.|polit|13 Oct. 2017|Honduras replica proyecto emblemático del gobierno ecuatoriano|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_31|"Las autoridades de transporte de Perú y Ecuador acordaron este viernes, 20 de ... así como la entrega del estudio del ""Centro de Comercio"" en Huaquillas."|polit|20 Oct. 2017|Perú y Ecuador acuerdan reactivar grupo de trabajo sobre ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_105|Los fiscales de Colombia y Ecuador firmaron hoy 22 de febrero del 2017 un acuerdo de cooperación judicial internacional destinado a investigar el caso de ...|polit|22 Feb. 2017|Fiscales de Colombia y Ecuador cooperarán judicialmente en caso ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_106|El expresidente ecuatoriano Abdalá Bucaram, que regresará al país el próximo sábado 17 de junio de 2017 después de 20 años de exilio en Panamá, anunció ...|polit|12 Jun. 2017|Abdalá Bucaram pedirá una reparación civil al Estado ecuatoriano por ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2018_7|Ecuador solicitó “estatus diplomático” para Julián Assange, fundador de Wikileaks. Lo confirmó un vocero del Ministerio de Relaciones Exteriores del Reino ...|polit|11 ene. 2018|Ecuador buscó estatus diplomático para Julian Assange|2018.0
El Comercio|ecuador_elcomercio_2018_9|El canciller ecuatoriano, José Valencia, aseguró que las relaciones entre Ecuador y Venezuela están “en un nivel bastante bajo”. La aseveración la realizó la ...|polit|19 Oct. 2018|Canciller: 'Ecuador no tolerará ningún insulto o acto hostil del extranjero'|2018.0
El Comercio|ecuador_elcomercio_2018_11|María Alejandra Vicuña renuncia a la Vicepresidencia de Ecuador: 'El país ... Consultado por EL COMERCIO, Leonardo Vicuña confirmó este martes que en el ...|polit|4 dic. 2018|María Alejandra Vicuña renuncia a la Vicepresidencia de Ecuador: 'El ...|2018.0
El Comercio (Ecuador)|ecuador_elcomercio_2018_25|Con base en esos papeles pidió a la magistrada que se revise la medida para que el exmandatario pueda presentarse en el consulado de Ecuador en Bélgica.|polit|3 Jul. 2018|Jueza ordenó la prisión preventiva del expresidente Correa por el ...|2018.0
El Comercio (Ecuador)|ecuador_elcomercio_2018_46|Con cuatro votos a favor y dos en contra, la Corte Interamericana de Derechos Humanos (Corte IDH) desestima la solicitud de medidas provisionales que ...|polit|8 Feb. 2018|Corte IDH desestima medidas preventivas por la pregunta 3 de la ...|2018.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_55|Aunque se han tomado medidas internacionales para combatirlo, surge la pregunta: ¿Ecuador cuenta con los recursos para protegerse ante esta problemática ...|polit|26 ago. 2017|Ecuador recurre a tratados globales|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_73|El jueves 21 de diciembre del 2017, se anunció la salida definitiva de la empresa brasileña Odebrecht del Metro de Quito, de esta forma esta entidad se queda ...|polit|22 dic. 2017|La empresa Odebrecht deja su última obra en Ecuador|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2018_32|La actual canciller de Ecuador, María Fernanda Espinosa, quien el martes 5 de ... El excanciller Heinz Moeller explicó a EL COMERCIO que Ecuador, al ser el ...|polit|6 Jun. 2018|¿Ecuador pagará a María Fernanda Espinosa por su cargo en la ONU?|2018.0
El Comercio|ecuador_elcomercio_2018_78|El canciller José Valencia anunció este martes 28 de agosto del 2018, que el estado de emergencia por el flujo de migrantes venezolanos se ampliará por un ...|polit|28 ago. 2018|Ecuador amplía el estado de emergencia por un mes por el éxodo de ...|2018.0
El Universo|ecuador_eluniverso_2016_1|El Gobierno de Ecuador, como anfitrión de la IV Cumbre de jefes de Estado de la Comunidad de Estados Latinoamericanos y del Caribe (Celac), fija su objetivo ...|polit|26 ene. 2016|Ecuador insiste en que Celac reemplace a OEA|2016.0
El Universo|ecuador_eluniverso_2017_40|Rafael Correa despide su mandato de la misma forma en que lo empezó: con una consulta popular para validar una tesis política. A lo largo de más de diez ...|polit|18 Feb. 2017|Tres consultas nacionales en una década en Ecuador|2017.0
El Universo|ecuador_eluniverso_2017_41|Ecuador presentó ayer ante el Consejo de Derechos Humanos de la Organización de Naciones Unidas (ONU) sus datos de una menor pobreza: de 27,2% en ...|polit|1 May. 2017|Ecuador, muy observado en ONU|2017.0
El Universo|ecuador_eluniverso_2017_93|Cancillería Ecuador (@CancilleriaEc) 10 de septiembre de 2017 ... Roldán, en declaraciones esta mañana a EL UNIVERSO, aclaró su polémica propuesta.|polit|10 Sep. 2017|Cancillería de Ecuador se desmarca sobre compra de cartera de ...|2017.0
La Hora (Ecuador)|ecuador_lahora_2017_77|Alexis Mera habría sido propuesto como embajador de Ecuador en Estados Unidos. Eso se leyó en un documento del Ministerio de Relaciones Exteriores, que ...|polit|5 Jul. 2017|¿Grietas en Alianza PAIS?|2017.0
El Comercio|ecuador_elcomercio_2015_50|El presidente Rafael Correa defendió este lunes (28 de septiembre del 2015) ante la ONU la explotación de petróleo en la Amazonía ecuatoriana, pero expresó ...|polit|28 Sep. 2015|Presidente Rafael Correa defiende la explotación petrolera en la ...|2015.0
El Comercio|ecuador_elcomercio_2015_77|El 156º período de sesiones de la Comisión Interamericana de Derechos Humanos (CIDH) ha registrado el retorno de Ecuador a ese organismo con sede en ...|polit|21 Oct. 2015|El Ecuador y la CIDH|2015.0
El Comercio|ecuador_elcomercio_2015_90|Una nueva demanda se suma a la lista de arbitrajes que el Ecuador enfrenta en cortes internacionales por más de USD 6 670 millones. La petrolera brasileña ...|polit|8 Nov. 2015|Petrobras demanda al Estado ecuatoriano por USD 830 millones|2015.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_65|Ayer, 13 de noviembre de 2016, la Asamblea Nacional aprobó la nueva Ley de Feriados que establece, entre otras cosas, el traslado de los feriados que ...|polit|14 dic. 2016|Así quedaría el calendario de feriados hasta el 2020 con la nueva ley|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_26|Bucaram, quien regresó el jueves a Ecuador tras 20 años de autoexilio, era conducido en un pequeño camión a lo largo de unas 15 cuadras hasta una tarima ...|polit|17 Jun. 2017|Abdalá Bucaram encabeza marcha de seguidores por Guayaquil|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_104|Estos litigios internacionales se fundamentan en los convenios bilaterales de inversión firmados por Ecuador desde la década de los 80, especialmente con ...|polit|9 Feb. 2017|Ecuador tiene 12 arbitrajes abiertos en el exterior|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2018_12|“Rechazamos solicitud de la Fiscalía de Ecuador de prisión preventiva contra el expresidente de ese país, Hno. @MashiRafael. Denunciamos politización de la ...|polit|3 Jul. 2018|Evo Morales expresa apoyo a Correa y critica a la Justicia ecuatoriana|2018.0
El Comercio|ecuador_elcomercio_2018_23|"El canciller de Ecuador, José Valencia, dijo este viernes 19 de octubre del 2018 que su país responderá de ""una manera adecuada y apegada a derecho"" a la ..."|polit|19 Oct. 2018|Ecuador responderá de manera 'adecuada' a defensores de Assange|2018.0
El Comercio|ecuador_elcomercio_2018_43|"El expresidente de Ecuador Rafael Correa consideró ""muy grave"" para el país que Interpol haya rechazado la solicitud de la justicia ecuatoriana de emitir una ..."|polit|5 dic. 2018|Rafael Correa cree que es 'muy grave para Ecuador que Interpol ...|2018.0
El Comercio|ecuador_elcomercio_2015_3|La Selección ecuatoriana de fútbol ganó 2-1 a su similar de Uruguay suma el puntaje perfecto y lidera el torneo premundialista jugadas las tres primeras ...|sport|12 Nov. 2015|La Selección ecuatoriana lidera las eliminatorias al ganar 2-1 a Uruguay|2015.0
El Comercio|ecuador_elcomercio_2015_4|Las entradas para las localidades de general del partido Ecuador vs. Bolivia por la segunda fecha de la eliminatoria mundialista de la Copa del Mundo Rusia ...|sport|12 Oct. 2015|Las generales para el partido Ecuador vs. Bolivia se agotaron|2015.0
El Comercio|ecuador_elcomercio_2015_7|La Selección de Ecuador perdió con Argentina subcampeón mundial en el segundo amistoso desde que Gustavo Quinteros asumió la dirección técnica de la ...|sport|31 Mar. 2015|Argentina sin Lionel Messi derrotó al Ecuador en partido amistoso|2015.0
El Comercio|ecuador_elcomercio_2015_9|En una histórica fecha para el fútbol ecuatoriano la Selección de Ecuador ganó 2-0 al conjunto argentino en el estadio Monumental Antonio Vespucio Liberti ...|sport|9 Oct. 2015|¡Monumental victoria 2-0 de la Tricolor en Buenos Aires!|2015.0
El Comercio|ecuador_elcomercio_2015_11|La Selección de Ecuador tiene la posibilidad de finalizar las eliminatorias ... Una crónica de diario EL COMERCIO en ese entonces describió el partido con el ...|sport|17 Nov. 2015|Conozca el rendimiento de Venezuela jugando como local ante ...|2015.0
El Comercio|ecuador_elcomercio_2015_38|A las 18:30 de este lunes 2 de febrero arrancó el primer partido del cuadro principal del Ecuador Open Quito entre el argentino Horacio Zeballos (puesto 124 ...|sport|2 Feb. 2015|El apagón detuvo el inicio del Ecuador Open Quito|2015.0
El Comercio|ecuador_elcomercio_2015_51|En un inicio Víctor Mestanza jefe de prensa de la Federación Ecuatoriana de Fútbol (FEF) anticipó que no habría preguntas para la intervención del ...|sport|1 Jun. 2015|La Selección de Ecuador ya tiene los 23 que irán a la Copa América|2015.0
El Comercio|ecuador_elcomercio_2015_53|El ATP 250 Ecuador Open Quito también tiene la marca país. La leyenda All you need is Ecuador se puede leer en las cuatro canchas oficiales donde se ...|sport|2 Feb. 2015|El ATP 250 es un evento All you need Ecuador|2015.0
El Comercio|ecuador_elcomercio_2015_70|El exfutbolista imbabureño Giovanny 'La Sombra' Espinoza ingresó la madrugada del 5 de noviembre del 2015 al hospital Carlos Andrade Marín en el ...|sport|5 Nov. 2015|La 'Sombra' Espinoza exmundialista con Ecuador en 2006 en ...|2015.0
El Comercio|ecuador_elcomercio_2015_74|La mañana de hoy lunes 7 de diciembre del 2015 en la Casa Guayasamín en Quito la Empresa Nacional Minera del Ecuador (Enami) y Codelco de Chile ...|sport|7 dic. 2015|Ecuador y Chile firmaron convenio para explotación minera en Intag|2015.0
El Comercio|ecuador_elcomercio_2015_86|Una Selección con mayor experiencia y participación internacional lleva Ecuador al Sudamericano Sub 20 Juventud de América que comenzará el próximo 14 ...|sport|10 ene. 2015|Ecuador lleva cinco legionarios al Sudamericano|2015.0
El Comercio|ecuador_elcomercio_2015_101|La selección de Ecuador Sub 17 inició con pie derecho el Sudamericano Masculino Sub 17 que se celebra en Paraguay. El combinado tricolor derrotó al ...|sport|6 Mar. 2015|La Selección ecuatoriana Sub 17 derrotó a la favorita Argentina|2015.0
El Comercio|ecuador_elcomercio_2015_103|Ecuador debutó con una victoria en el Torneo de las Américas de Básquetbol Femenino que comenzó esta tarde en Edmonton Canadá. La Tricolor venció a ...|sport|9 ago. 2015|Ecuador derrotó a Islas Vírgenes en el Preolímpico de Canadá|2015.0
El Comercio|ecuador_elcomercio_2015_104|La situación de River Plate de Ecuador en cambio es favorable ya que se ubica en tercer puesto por debajo de Independiente del Valle y Emelec primero y ...|sport|8 Feb. 2015|River Plate Ecuador sorprendió a Barcelona Sporting Club a domicilio|2015.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_4|Durante la mañana de este martes 15 de noviembre de 2016 trascendió la información que la señal de televisión abierta para Quito no se abriría según ...|sport|15 Nov. 2016|Carlos Villacís confirmó que la señal del partido Ecuador vs ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_11|Gustavo Quinteros entrenador de Ecuador se puso radical e hizo cambios en el arco en la defensa y en el ataque. El técnico ensayó variantes para conformar ...|sport|5 Oct. 2016|¿Qué alineación pondrá Gustavo Quinteros ante Chile?|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_33|... el corazón no solo de su hinchada sino de gran parte de la afición ecuatoriana que acompañado el camino de los 'negriazules' por el torneo internacional.|sport|26 May. 2016|10 cosas que quizás no sabías sobre Independiente del Valle|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_36|Ronaldinho descansó en un hotel de Guayaquil la mañana de este sábado 30 de enero. Aunque el jugador pidió visitar a los futbolistas de las inferiores del ...|sport|30 ene. 2016|Ronaldinho escribió: 'gracias Barcelona gracias Ecuador'|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_52|... presunto lavado de activos Luis Chiriboga Acosta renunció este lunes 7 de marzo del 2016 a la presidencia de la Federación Ecuatoriana de Fútbol (FEF).|sport|7 Mar. 2016|Luis Chiriboga renunció a la Ecuafútbol luego de 18 años de ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_108|Independiente del Valle de Ecuador y River Plate de Argentina se enfrentarán este jueves 28 de abril por primera ... Foto: Pavel Calahorrano/ EL COMERCIO.|sport|27 abr. 2016|Las cuatro claves del partido Independiente del Valle ante River Plate ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_8|La Selección ecuatoriana tiene una baja para medir a Perú el próximo 5 de septiembre. Fidel Martínez acumuló su segunda tarjeta amarilla la noche del ...|sport|31 ago. 2017|Fidel Martínez se perderá el partido contra Perú en la fecha 16 de las ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_12|La Selección de Colombia se impuso 2-1 a Ecuador en el Campeonato Sudamericano Chile 2017 de la categoría Sub 17 la noche del 23 de febrero.|sport|23 Feb. 2017|La Selección de Colombia ganó 2-1 a Ecuador en el Sudamericano ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_19|Los jugadores utilizaron las camisetas del seleccionado argentino Sub 20 que disputa en Ecuador el torneo Sudamericano debido a que la vestimenta del ...|sport|8 Feb. 2017|Medios argentinos destacan el 'milagro' de Atlético Tucumán en ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_21|A Ecuador no se le recuerda un inicio tan dubitativo en el Atahualpa que había sido su fortín. Perú no había ganado nunca en Quito por eliminatorias. Ayer los ...|sport|5 Sep. 2017|¡Decepción en el Atahualpa!|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_40|El retiro de Felipe Caicedo de la Selección de Ecuador a sus 29 años abrió una interrogante: ¿quién reemplaza a 'Felipao' en esa posición? Con Jorge Célico ...|sport|15 Sep. 2017|¿Hay reemplazos para 'Felipao' Caicedo en la Selección de Ecuador?|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_67|La Selección de Ecuador Sub 20 arribó a Incheon (Corea del Sur) el martes 16 de mayo luego de un viaje de 30 horas aproximadamente con una escala en ...|sport|16 May. 2017|La Selección Sub 20 de Ecuador ya es huésped de Corea|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_79|Víctor Estrella Burgos volvió a sorprender en Quito y avanzó en el ATP 250 Ecuador Open al derrotar a Andrej Martin por 6-4 2-6 y 6-4 en una hora y 52 ...|sport|8 Feb. 2017|Víctor Estrella Burgos avanzó en el ATP 250 Ecuador Open|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_95|El delantero del Atlas mexicano Fidel Martínez quedó descartado de la Selección Ecuatoriana de Fútbol para el partido ante Colombia por la fecha 14 de las ...|sport|25 Mar. 2017|Una lesión dejó a Fidel Martinez fuera de la Selección|2017.0
El Comercio|ecuador_elcomercio_2018_19|Fue solo un cotejo amistoso pero el triunfo en Lima en un estadio Nacional con miles de aficionados invita a soñar en una futura eliminatoria eficaz para el ...|sport|15 Nov. 2018|Con goles de Antonio y Enner Valencia Ecuador ganó 2-0 a Perú en ...|2018.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_22|Gustavo Quinteros DT de la Selección de Ecuador realizó el entrenamiento en el complejo Pichincha del Defensor Sporting en suelo uruguayo. El ausente en ...|sport|8 Nov. 2016|Marcos Caicedo peleará el puesto en la Selección de Ecuador|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_83|La última vez que Ecuador llegó al Grupo Mundial de la Copa Davis fue en el 2010 cuando Nicolás Lapentti era la primera raqueta del país. Desde entonces ...|sport|2 Feb. 2017|Ecuador busca recuperar ante Perú el prestigio en la Copa Davis de ...|2017.0
El Universo|ecuador_eluniverso_2015_2|La caída 2-0 ante Chile en el debut de Ecuador en la Copa América quedó ... enviaron a través de EL UNIVERSO saludos a los aficionados desde Chile.|sport|12 Jun. 2015|Ecuador hace pausa y se relaja en Santiago|2015.0
El Universo|ecuador_eluniverso_2015_47|La selección de Japón que defiende el título de campeona venció 1-0 a Ecuador en la última jornada de grupo para ambos equipos y llegó a los octavos de ...|sport|16 Jun. 2015|Ecuador cayó 0-1 ante Japón y se despidió con dignidad del Mundial ...|2015.0
El Universo|ecuador_eluniverso_2016_38|La selección Ecuador sembró dudas este miércoles con la derrota 1-0 ante Estados Unidos en el amistoso de preparación para la Copa América Centenario ...|sport|25 May. 2016|Ecuador perdió 1-0 ante Estados Unidos previo al arranque de la ...|2016.0
El Universo|ecuador_eluniverso_2017_72|Ecuador cayó el sábado 9-5 ante Suiza y quedó eliminada del Mundial de Fútbol Playa que se juega en Nassau. La Tri perdió en el debut ante Senegal por un ...|sport|30 abr. 2017|Ecuador eliminado en Mundial de Fútbol Playa|2017.0
El Universo|ecuador_eluniverso_2017_85|La selección Sub-20 de Ecuador cayó este jueves 2-1 ante Arabia Saudí en Incheon en la segunda fecha de la llave F del Mundial de Corea del Sur con lo que ...|sport|25 May. 2017|Ecuador Sub-20 perdió hoy ante Arabia Saudí 2-1|2017.0
El Universo|ecuador_eluniverso_2017_87|Para la Federación Ecuatoriana de Fútbol –según un banner colocado en su sitio oficial y que circula profusamente por WhatsApp y las redes sociales– el ...|sport|7 Oct. 2017|Hipocresía derroche y eliminación de Ecuador|2017.0
La Hora (Ecuador)|ecuador_lahora_2016_10|Ecuador comparte su serie con Brasil Colombia Chile y Paraguay mientras que el otro grupo lo conforman Argentina Uruguay Perú Bolivia y Venezuela.|sport|7 dic. 2016|Ecuador se alista para el Sudamericano Sub 20|2016.0
La Hora (Ecuador)|ecuador_lahora_2017_16|“Esto es por ustedes mi querido Ecuador del alma país de gente guerrera entusiasta y soñadora. Día a día se levantan para ir en búsqueda de metas.|sport|25 Jun. 2017|Cuatro medallas de oro para Ecuador en el Sudamericano|2017.0
La Hora (Ecuador)|ecuador_lahora_2017_64|El técnico Gustavo Quinteros tiene una tarea difícil para elegir el equipo titular de Ecuador para medir a Brasil el jueves en Porto Alegre por las Eliminatorias ...|sport|28 ago. 2017|Selección de Ecuador se completa en Porto Alegre|2017.0
El Comercio|ecuador_elcomercio_2015_107|En su extenso periplo por el fútbol pasó por Ecuador en cuatro ocasiones (cuando se vinculó al Esmeraldas Petrolero al Deportivo Cuenca y en dos ocasiones ...|sport|25 ago. 2015|Rodrigo Teixeira delantero conocido en Ecuador quiere ganar a Liga|2015.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_63|El estratega Gustavo Quinteros declaró en rueda de prensa este martes 6 de septiembre después de la derrota de la Selección de Ecuador 2-1 ante Perú ...|sport|7 Sep. 2016|Gustavo Quinteros: 'Ecuador pierde por dos errores infantiles'|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_66|Gustavo Quinteros DT de la Selección ecuatoriana dio a conocer este lunes 14 de marzo del 2016 la nómina de los jugadores convocados para los partidos ...|sport|14 Mar. 2016|Gustavo Quinteros convocó a 29 jugadores para las eliminatorias ...|2016.0
